TIME	Signal
2001-03-31	-5.799736101
2001-04-01	-5.573843591
2001-04-02	-5.541717808
2001-04-03	-5.588688098
2001-04-04	-5.61118018
2001-04-05	-5.595580187
2001-04-06	-5.589886046
2001-04-07	-5.588810088
2001-04-08	-5.187254676
2001-04-09	-5.135929959
2001-04-10	-4.968233892
2001-04-11	-4.802526467
2001-04-12	-4.626137502
2001-04-13	-4.49499052
2001-04-14	-4.080575596
2001-04-15	-4.067702358
2001-04-16	-3.744770808
2001-04-17	-3.602318843
2001-04-18	-3.743362144
2001-04-19	-3.790081292
2001-04-20	-3.1968038
2001-04-21	-2.996133727
2001-04-22	-3.008282754
2001-04-23	-2.863085222
2001-04-24	-2.21930715
2001-04-25	-1.936575113
2001-04-26	-1.522494185
2001-04-27	-1.04119776
2001-04-28	-0.864531586
2001-04-29	-0.511021236
2001-04-30	-0.220938619
2001-05-01	0.140461673
2001-05-02	0.441425544
2001-05-03	0.751620953
2001-05-04	1.209165774
2001-05-05	1.514531267
2001-05-06	1.768108158
2001-05-07	2.117302101
2001-05-08	2.01176213
2001-05-09	2.549254705
2001-05-10	2.810756575
2001-05-11	2.985535655
2001-05-12	3.220516281
2001-05-13	3.273834971
2001-05-14	3.52281884
2001-05-15	3.876802863
2001-05-16	4.024368112
2001-05-17	4.24267169
2001-05-18	4.342138496
2001-05-19	4.418153275
2001-05-20	4.606199127
2001-05-21	5.123951365
2001-05-22	5.273277287
2001-05-23	5.183745054
2001-05-24	5.365093415
2001-05-25	5.570260749
2001-05-26	5.650715963
2001-05-27	5.342170834
2001-05-28	5.767875255
2001-05-29	5.914911953
2001-05-30	5.628388659
2001-05-31	5.619259984
2001-06-01	5.537431687
2001-06-02	5.737530616
2001-06-03	5.648654099
2001-06-04	5.499995896
2001-06-05	5.426424154
2001-06-06	5.242511516
2001-06-07	5.017574749
2001-06-08	5.218038261
2001-06-09	4.97237025
2001-06-10	4.692732002
2001-06-11	4.237060425
2001-06-12	4.251114404
2001-06-13	4.174317723
2001-06-14	3.868679595
2001-06-15	3.703468525
2001-06-16	3.44858674
2001-06-17	3.276107427
2001-06-18	2.92658006
2001-06-19	2.830165696
2001-06-20	2.360337031
2001-06-21	2.095576223
2001-06-22	2.064392988
2001-06-23	1.853693603
2001-06-24	1.654420749
2001-06-25	1.093827127
2001-06-26	0.672345401
2001-06-27	0.239862445
2001-06-28	0.042019466
2001-06-29	-0.238026893
2001-06-30	-0.37441672
2001-07-01	-0.692971382
2001-07-02	-0.962930243
2001-07-03	-1.073816842
2001-07-04	-1.233363238
2001-07-05	-1.580947158
2001-07-06	-1.843616969
2001-07-07	-2.382172367
2001-07-08	-2.672092531
2001-07-09	-3.021050415
2001-07-10	-3.231153089
2001-07-11	-3.769948875
2001-07-12	-3.848655607
2001-07-13	-3.933270547
2001-07-14	-4.026882277
2001-07-15	-4.193667913
2001-07-16	-4.145062498
2001-07-17	-4.406644868
2001-07-18	-4.35161826
2001-07-19	-4.534027252
2001-07-20	-4.679154464
2001-07-21	-4.667004522
2001-07-22	-4.810678664
2001-07-23	-4.639276001
2001-07-24	-4.684100029
2001-07-25	-4.875931461
2001-07-26	-5.046963007
2001-07-27	-5.361711229
2001-07-28	-5.148943376
2001-07-29	-4.855815286
2001-07-30	-4.785765341
2001-07-31	-4.885547206
2001-08-01	-5.019089586
2001-08-02	-5.063578838
2001-08-03	-4.965478046
2001-08-04	-4.911123947
2001-08-05	-4.500424711
2001-08-06	-4.574644312
2001-08-07	-4.516702274
2001-08-08	-4.207727134
2001-08-09	-3.784220474
2001-08-10	-3.728907635
2001-08-11	-3.549614321
2001-08-12	-3.259758553
2001-08-13	-2.663803807
2001-08-14	-2.258041368
2001-08-15	-1.789833595
2001-08-16	-1.74187964
2001-08-17	-1.45185073
2001-08-18	-1.157902681
2001-08-19	-0.850172386
2001-08-20	-0.944791743
2001-08-21	-0.695756498
2001-08-22	-0.338493509
2001-08-23	-0.223873443
2001-08-24	0.101128828
2001-08-25	0.500595011
2001-08-26	1.013004024
2001-08-27	1.41644143
2001-08-28	1.721812555
2001-08-29	2.004790022
2001-08-30	2.14540096
2001-08-31	2.072539111
2001-09-01	2.162333281
2001-09-02	2.513380377
2001-09-03	2.38993232
2001-09-04	2.641224135
2001-09-05	2.850201174
2001-09-06	3.177927829
2001-09-07	3.207097005
2001-09-08	3.514189803
2001-09-09	3.764720443
2001-09-10	3.73480571
2001-09-11	4.00345744
2001-09-12	4.407635064
2001-09-13	4.542469314
2001-09-14	4.766211824
2001-09-15	5.02115589
2001-09-16	5.003774336
2001-09-17	5.087109437
2001-09-18	5.258558521
2001-09-19	5.309411046
2001-09-20	5.178527116
2001-09-21	4.91683882
2001-09-22	4.778360293
2001-09-23	4.781556638
2001-09-24	4.648647769
2001-09-25	4.643414468
2001-09-26	4.660769819
2001-09-27	4.402632331
2001-09-28	4.340695854
2001-09-29	4.174674177
2001-09-30	4.365817306
2001-10-01	4.171831918
2001-10-02	4.201907387
2001-10-03	4.207571237
2001-10-04	3.928679683
2001-10-05	3.840765412
2001-10-06	3.664964648
2001-10-07	3.395081359
2001-10-08	3.065845911
2001-10-09	2.863175859
2001-10-10	2.191557357
2001-10-11	2.001608017
2001-10-12	1.723845946
2001-10-13	1.550138049
2001-10-14	1.421117639
2001-10-15	1.100230249
2001-10-16	0.914277381
2001-10-17	0.741518733
2001-10-18	0.454638859
2001-10-19	0.156612382
2001-10-20	0.201910613
2001-10-21	0.146343471
2001-10-22	-0.106842462
2001-10-23	-0.480715343
2001-10-24	-1.006921839
2001-10-25	-1.242838035
2001-10-26	-1.641464196
2001-10-27	-1.838121299
2001-10-28	-2.207493245
2001-10-29	-2.596912351
2001-10-30	-2.437536853
2001-10-31	-2.758981047
2001-11-01	-2.870114797
2001-11-02	-3.233774301
2001-11-03	-3.279991172
2001-11-04	-3.518098992
2001-11-05	-3.727015657
2001-11-06	-3.969931898
2001-11-07	-4.047067262
2001-11-08	-4.222960613
2001-11-09	-4.442407188
2001-11-10	-4.855548748
2001-11-11	-5.039986494
2001-11-12	-5.135082812
2001-11-13	-5.155279454
2001-11-14	-5.47343508
2001-11-15	-5.583423928
2001-11-16	-5.591179833
2001-11-17	-5.660866925
2001-11-18	-5.686821103
2001-11-19	-5.696371393
2001-11-20	-5.542154825
2001-11-21	-5.508877359
2001-11-22	-5.599118709
2001-11-23	-5.504226454
2001-11-24	-5.599300118
2001-11-25	-5.449527443
2001-11-26	-5.475193375
2001-11-27	-5.597241375
2001-11-28	-5.757624367
2001-11-29	-5.701671497
2001-11-30	-5.774898723
2001-12-01	-5.558868815
2001-12-02	-5.43842447
2001-12-03	-5.177181345
2001-12-04	-4.734517289
2001-12-05	-4.625673416
2001-12-06	-4.374547872
2001-12-07	-4.404807143
2001-12-08	-4.047795967
2001-12-09	-3.787005179
2001-12-10	-3.590300837
2001-12-11	-3.414738697
2001-12-12	-3.087175728
2001-12-13	-2.808944441
2001-12-14	-2.326455694
2001-12-15	-2.005343936
2001-12-16	-1.635590043
2001-12-17	-1.419501337
2001-12-18	-1.093447269
2001-12-19	-0.516714072
2001-12-20	-0.317510136
2001-12-21	0.282504589
2001-12-22	0.844240553
2001-12-23	1.05762073
2001-12-24	1.308044248
2001-12-25	1.445203596
2001-12-26	1.488167162
2001-12-27	1.884615501
2001-12-28	2.563247267
2001-12-29	2.703767909
2001-12-30	2.750603837
2001-12-31	2.914507638
2002-01-01	3.001202033
2002-01-02	3.404509913
2002-01-03	3.467129819
2002-01-04	3.723062554
2002-01-05	3.890630452
2002-01-06	4.205274425
2002-01-07	4.212950774
2002-01-08	4.143771403
2002-01-09	3.98435499
2002-01-10	3.958842878
2002-01-11	3.916073171
2002-01-12	3.973915161
2002-01-13	3.9280892
2002-01-14	4.022726851
2002-01-15	3.6836808
2002-01-16	3.643051452
2002-01-17	3.737998784
2002-01-18	3.870936257
2002-01-19	3.693963333
2002-01-20	3.932784664
2002-01-21	4.199587977
2002-01-22	4.102734604
2002-01-23	3.797152521
2002-01-24	3.814064641
2002-01-25	3.856589293
2002-01-26	3.856112511
2002-01-27	3.886025257
2002-01-28	3.326013412
2002-01-29	3.411654818
2002-01-30	3.17475669
2002-01-31	2.941258327
2002-02-01	3.219944951
2002-02-02	2.907646612
2002-02-03	2.752347914
2002-02-04	2.656928571
2002-02-05	2.366774416
2002-02-06	2.177216652
2002-02-07	1.61753649
2002-02-08	1.604442664
2002-02-09	1.152573996
2002-02-10	0.912090726
2002-02-11	0.579353551
2002-02-12	0.276045368
2002-02-13	0.074182115
2002-02-14	-0.303991404
2002-02-15	-0.562530856
2002-02-16	-0.876016748
2002-02-17	-1.265362146
2002-02-18	-1.664588339
2002-02-19	-1.958360844
2002-02-20	-2.18527285
2002-02-21	-2.598255953
2002-02-22	-3.02706019
2002-02-23	-3.231736342
2002-02-24	-3.4367901
2002-02-25	-3.744454846
2002-02-26	-3.83939361
2002-02-27	-4.150062659
2002-02-28	-4.246649488
2002-03-01	-4.837393766
2002-03-02	-5.236603648
2002-03-03	-5.812455081
2002-03-04	-6.124106955
2002-03-05	-6.231076474
2002-03-06	-6.520490337
2002-03-07	-6.643464362
2002-03-08	-6.642689211
2002-03-09	-6.763243343
2002-03-10	-6.598559185
2002-03-11	-6.964533589
2002-03-12	-6.884735059
2002-03-13	-7.102783977
2002-03-14	-7.408265443
2002-03-15	-7.424056828
2002-03-16	-7.518058929
2002-03-17	-7.648359146
2002-03-18	-7.727452299
2002-03-19	-7.383116571
2002-03-20	-7.266122313
2002-03-21	-7.212344167
2002-03-22	-7.265348362
2002-03-23	-7.396298886
2002-03-24	-7.520350872
2002-03-25	-7.411797393
2002-03-26	-7.275265574
2002-03-27	-6.84261012
2002-03-28	-6.853662837
2002-03-29	-6.592080617
2002-03-30	-6.371568054
2002-03-31	-6.416333935
2002-04-01	-6.359668286
2002-04-02	-6.154818691
2002-04-03	-5.874169362
2002-04-04	-5.6303051
2002-04-05	-5.34054016
2002-04-06	-5.212401952
2002-04-07	-4.788876015
2002-04-08	-4.539248512
2002-04-09	-4.028453476
2002-04-10	-3.895388348
2002-04-11	-3.731956838
2002-04-12	-3.572023159
2002-04-13	-3.421669329
2002-04-14	-3.350323794
2002-04-15	-3.341191493
2002-04-16	-3.064594739
2002-04-17	-2.924114401
2002-04-18	-2.602145867
2002-04-19	-2.564831776
2002-04-20	-2.178696851
2002-04-21	-1.606428772
2002-04-22	-1.667900747
2002-04-23	-1.56859614
2002-04-24	-1.369545429
2002-04-25	-1.095258418
2002-04-26	-1.216532047
2002-04-27	-0.739379125
2002-04-28	-0.278625095
2002-04-29	0.02516943
2002-04-30	0.461081592
2002-05-01	0.861370091
2002-05-02	1.269710316
2002-05-03	1.180897817
2002-05-04	1.343559321
2002-05-05	1.554408072
2002-05-06	1.72710008
2002-05-07	1.924306884
2002-05-08	1.973174848
2002-05-09	1.869274397
2002-05-10	2.125820121
2002-05-11	2.09561952
2002-05-12	2.105577957
2002-05-13	1.994914044
2002-05-14	1.974515869
