BUKRS,BELNR,GJAHR,BUZEI,BUZID,BSCHL,KOART,SHKZG,MWSKZ,WRBTR,HKONT,LIFNR,BLART,BUDAT,STBLG
DE01,1510232436,2019,1,,31,K,H,**,34359.28,3145476,68032570,KN,20191223,
DE01,1510232435,2019,1,,31,K,H,**,34512.1,3145476,69007690,KN,20191223,
DE01,1510232434,2019,1,,31,K,H,**,34718.66,3145476,68034621,KN,20191223,
DE01,1510232433,2019,1,,31,K,H,**,34686.12,3145476,69007690,KN,20191223,
DE01,1510232431,2019,1,,31,K,H,**,112696.33,3145476,68029380,KN,20191223,
DE01,1510232430,2019,1,,31,K,H,**,35367.41,3145476,68026487,KN,20191223,800003117
DE01,1510232429,2019,1,,31,K,H,**,162270,3145476,68029380,KN,20191223,
DE01,1510232428,2019,1,,31,K,H,**,95134.16,3145476,68029380,KN,20191223,
DE01,1510232427,2019,1,,31,K,H,**,190929.16,3145476,68029380,KN,20191223,
DE01,1510232426,2020,1,,31,K,H,**,158700,3145476,68029380,KN,20200101,
DE01,1510232425,2020,1,,31,K,H,**,36287.91,3145476,68029380,KN,20200101,
DE01,1510232424,2019,1,,31,K,H,**,40488.99,3145476,68029380,KN,20191223,
DE01,1510232423,2019,1,,31,K,H,**,130536.66,3145476,68029380,KN,20191223,
DE01,1510232422,2019,1,,31,K,H,**,37518.34,3145476,68029380,KN,20191223,
DE01,1510232421,2019,1,,31,K,H,**,67070,3145476,68029380,KN,20191223,
DE01,1510232420,2019,1,,31,K,H,**,172781.66,3145476,68029380,KN,20191223,
DE01,1510232419,2019,1,,31,K,H,**,134701.66,3145476,68029380,KN,20191223,
DE01,1510232418,2019,1,,31,K,H,**,136883.34,3145476,68029380,KN,20191223,
DE01,1510232417,2019,1,,31,K,H,**,83829.16,3145476,68029380,KN,20191223,
DE01,1510232416,2019,1,,31,K,H,**,114372.5,3145476,68029380,KN,20191223,
DE01,1510232415,2019,1,,31,K,H,**,91861.66,3145476,68029380,KN,20191223,
DE01,1510232411,2019,1,,31,K,H,**,54089.48,3145476,69092223,KN,20191223,
DE01,1510232410,2019,1,,31,K,H,**,36621.47,3145476,68029380,KN,20191223,
DE01,1510232409,2019,1,,31,K,H,**,35804.09,3145476,68029380,KN,20191223,
DE01,1510232408,2019,1,,31,K,H,**,35659.83,3145476,68029380,KN,20191223,
DE01,1510232407,2019,1,,31,K,H,**,34666.66,3145476,68029380,KN,20191223,
DE01,1510232406,2019,1,,31,K,H,**,35736.03,3145476,68029380,KN,20191223,
DE01,1510232405,2019,1,,31,K,H,**,35092.68,3145476,68029380,KN,20191223,
DE01,1510232404,2019,1,,31,K,H,**,101778.34,3145476,68029380,KN,20191223,
DE01,1510232403,2019,1,,31,K,H,**,35498.86,3145476,68029380,KN,20191223,
DE01,1510232402,2019,1,,31,K,H,**,35716.43,3145476,68029380,KN,20191223,
DE01,1510232401,2019,1,,31,K,H,**,35261.09,3145476,68029380,KN,20191223,
DE01,1510232400,2019,1,,31,K,H,**,35430.53,3145476,68029380,KN,20191223,
DE01,1510232399,2019,1,,31,K,H,**,36620.95,3145476,68029380,KN,20191223,
DE01,1510232398,2019,1,,31,K,H,**,34766.21,3145476,68029380,KN,20191223,
DE01,1510232397,2019,1,,31,K,H,**,34992.59,3145476,68029380,KN,20191222,
DE01,1510232395,2019,1,,31,K,H,**,35168.41,3145476,68029380,KN,20191222,
DE01,1510232394,2019,1,,31,K,H,**,36339.34,3145476,68029380,KN,20191222,
DE01,1510232393,2019,1,,31,K,H,**,35164.11,3145476,68029380,KN,20191222,
DE01,1510232392,2019,1,,31,K,H,**,35550.96,3145476,68029380,KN,20191222,
DE01,1510232391,2019,1,,31,K,H,**,36287.25,3145476,68029380,KN,20191222,
DE01,1510232390,2019,1,,31,K,H,**,35245.9,3145476,68029380,KN,20191222,
DE01,1510232389,2019,1,,31,K,H,**,36377.14,3145476,68029380,KN,20191222,
DE01,1510232388,2019,1,,31,K,H,**,35993.45,3145476,68029380,KN,20191222,
DE01,1510232387,2019,1,,31,K,H,**,37675.03,3145476,68029380,KN,20191222,
DE01,1510232386,2019,1,,31,K,H,**,80556.66,3145476,68029380,KN,20191222,
DE01,1510232385,2019,1,,31,K,H,**,35385.66,3145476,68029380,KN,20191222,
DE01,1510232384,2019,1,,31,K,H,**,34915.63,3145476,68029380,KN,20191222,
DE01,1510232383,2019,1,,31,K,H,**,39462.61,3145476,68029380,KN,20191222,
DE01,1510232382,2019,1,,31,K,H,**,120223.34,3145476,68029380,KN,20191222,
DE01,1510232379,2019,1,,31,K,H,**,34803.15,3145476,68034376,KN,20191219,
DE01,1510232378,2019,1,,31,K,H,**,34785,3145476,69093755,KN,20191220,
DE01,1510232377,2019,1,,31,K,H,**,37309.29,3145476,68036405,KN,20191220,
DE01,1510232376,2019,1,,31,K,H,**,34514.58,3145476,69092818,KN,20191220,
DE01,1510232374,2019,1,,31,K,H,**,34497.08,3145476,68035354,KN,20191220,
DE01,1510232373,2019,1,,31,K,H,**,44605.5,3145476,69066526,KN,20191220,
DE01,1510232371,2019,1,,31,K,H,**,36615.3,3145476,68110959,KN,20191221,
DE01,1510232364,2019,1,,31,K,H,**,35091.8,3145476,69066657,KN,20191220,
DE01,1510232363,2019,1,,31,K,H,**,117662,3145476,69066526,KN,20191220,
DE01,1510232362,2020,1,,31,K,H,**,34845,3145476,69066526,KN,20200101,
DE01,1510232342,2019,1,,31,K,H,**,38333.8,3145476,69006574,KN,20191220,
DE01,1510232341,2019,1,,31,K,H,**,34477.96,3145476,69006574,KN,20191220,
DE01,1510232340,2019,1,,31,K,H,**,34477.96,3145476,69006574,KN,20191220,
DE01,1510232339,2019,1,,31,K,H,**,34610.92,3145476,69006574,KN,20191220,
DE01,1510232338,2019,1,,31,K,H,**,34693,3145476,69006978,KN,20191220,
DE01,1510232337,2019,1,,31,K,H,**,34610.92,3145476,69007690,KN,20191220,
DE01,1510232336,2019,1,,31,K,H,**,35408.68,3145476,69006574,KN,20191220,
DE01,1510232335,2019,1,,31,K,H,**,36502.3,3145476,69015164,KN,20191220,
DE01,1510232334,2019,1,,31,K,H,**,34405,3145476,68036256,KN,20191220,
DE01,1510232332,2019,1,,31,K,H,**,38624.06,3145476,68026487,KN,20191220,
DE01,1510232331,2019,1,,31,K,H,**,36554.44,3145476,69015201,KN,20191220,
DE01,1510232330,2019,1,,31,K,H,**,34355,3145476,69007238,KN,20191220,
DE01,1510232329,2019,1,,31,K,H,**,34645,3145476,68031180,KN,20191220,
DE01,1510232327,2019,1,,31,K,H,**,35625,3145476,69046012,KN,20191220,
DE01,1510232314,2019,1,,31,K,H,**,91365.83,3145476,69093695,KN,20191220,
DE01,1510232313,2019,1,,31,K,H,**,39180.2,3145476,69066468,KN,20191219,
DE01,1510232310,2019,1,,31,K,H,**,34655,3145476,69030871,KN,20191219,
DE01,1510232309,2019,1,,31,K,H,**,38333.8,3145476,69066468,KN,20191219,
DE01,1510232308,2019,1,,31,K,H,**,34371.18,3145476,69047175,KN,20191219,
DE01,1510232307,2019,1,,31,K,H,**,36953.32,3145476,69066468,KN,20191219,
DE01,1510232286,2019,1,,31,K,H,**,34369.99,3145476,69096933,KN,20191219,
DE01,1510232275,2019,1,,31,K,H,**,34365,3145476,69042932,KN,20191219,
DE01,1510232274,2019,1,,31,K,H,**,34405.69,3145476,69049732,KN,20191219,
DE01,1510232273,2019,1,,31,K,H,**,34427.35,3145476,69049732,KN,20191219,
DE01,1510232272,2019,1,,31,K,H,**,34446.63,3145476,69049732,KN,20191219,
DE01,1510232271,2019,1,,31,K,H,**,34474.95,3145476,69049732,KN,20191219,
DE01,1510232263,2019,1,,31,K,H,**,34437.83,3145476,69006009,KN,20191219,
DE01,1510232262,2019,1,,31,K,H,**,34676,3145476,68028090,KN,20191219,
DE01,1510232261,2019,1,,31,K,H,**,35310.11,3145476,68028090,KN,20191219,
DE01,1510232251,2019,1,,31,K,H,**,39700,3145476,69096382,KN,20191219,
DE01,1510232250,2019,1,,31,K,H,**,34403.01,3145476,68110653,KN,20191219,
DE01,1510232249,2019,1,,31,K,H,**,303285,3145476,69073849,KN,20191219,
DE01,1510232248,2019,1,,31,K,H,**,34397.5,3145476,69007485,KN,20191219,
DE01,1510232247,2019,1,,31,K,H,**,34834.48,3145476,68080120,KN,20191219,
DE01,1510232246,2019,1,,31,K,H,**,34668.44,3145476,68080120,KN,20191219,
DE01,1510232245,2019,1,,31,K,H,**,35427.65,3145476,69006772,KN,20191219,
DE01,1510232244,2019,1,,31,K,H,**,34382.93,3145476,68080120,KN,20191219,
DE01,1510232243,2019,1,,31,K,H,**,34379.89,3145476,68032570,KN,20191219,
DE01,1510232242,2019,1,,31,K,H,**,34376.7,3145476,68058550,KN,20191219,
DE01,1510232241,2019,1,,31,K,H,**,34375.32,3145476,68080120,KN,20191219,
DE01,1510232240,2020,1,,31,K,H,**,37670.46,3145476,68032280,KN,20200101,
DE01,1510232239,2019,1,,31,K,H,**,35668,3145476,68031961,KN,20191219,
DE01,1510232238,2019,1,,31,K,H,**,34722.35,3145476,68080120,KN,20191219,
DE01,1510232237,2019,1,,31,K,H,**,34375,3145476,68030316,KN,20191219,
DE01,1510232236,2019,1,,31,K,H,**,34484.03,3145476,69073348,KN,20191219,
DE01,1510232235,2019,1,,31,K,H,**,35580.61,3145476,69073348,KN,20191219,
DE01,1510232222,2019,1,,31,K,H,**,34711.48,3145476,68028090,KN,20191218,
DE01,1510232218,2019,1,,31,K,H,**,34477.96,3145476,69064788,KN,20191218,
DE01,1510232217,2019,1,,31,K,H,**,34610.92,3145476,69015164,KN,20191218,
DE01,1510232216,2019,1,,31,K,H,**,34587.26,3145476,69015205,KN,20191218,
DE01,1510232212,2019,1,,31,K,H,**,34542.7,3145476,69006343,KN,20191218,
DE01,1510232211,2020,1,,31,K,H,**,291385,3145476,68026553,KN,20200301,
DE01,1510232210,2019,1,,31,K,H,**,36284.7,3145476,69070703,KN,20191218,
DE01,1510232209,2019,1,,31,K,H,**,34693,3145476,69006343,KN,20191218,
DE01,1510232208,2019,1,,31,K,H,**,34475.5,3145476,68034780,KN,20191218,
DE01,1510232205,2019,1,,31,K,H,**,34373.75,3145476,69031093,KN,20191218,
DE01,1510232203,2019,1,,31,K,H,**,34418.04,3145476,69073299,KN,20191218,
DE01,1510232200,2019,1,,31,K,H,**,35228.92,3145476,68080120,KN,20191218,
DE01,1510232199,2019,1,,31,K,H,**,35386.23,3145476,68048194,KN,20191218,
DE01,1510232197,2019,1,,31,K,H,**,34418.04,3145476,69073299,KN,20191218,
DE01,1510232196,2019,1,,31,K,H,**,34418.04,3145476,69073299,KN,20191218,
DE01,1510232184,2019,1,,31,K,H,**,34542.7,3145476,69066468,KN,20191217,
DE01,1510232183,2019,1,,31,K,H,**,34740.4,3145476,69066468,KN,20191217,
DE01,1510232176,2019,1,,31,K,H,**,35712.2,3145476,68034227,KN,20191217,
DE01,1510232150,2020,1,,31,K,H,**,34371.18,3145476,69049836,KN,20200101,
DE01,1510232148,2019,1,,31,K,H,**,34368.8,3145476,68028192,KN,20191217,
DE01,1510232147,2019,1,,31,K,H,**,34355,3145476,69072794,KN,20191217,
DE01,1510232145,2019,1,,31,K,H,**,36512.28,3145476,68036350,KN,20191217,
DE01,1510232140,2019,1,,31,K,H,**,34740.4,3145476,69007690,KN,20191217,
DE01,1510232139,2019,1,,31,K,H,**,34413.65,3145476,69015496,KN,20191217,
DE01,1510232138,2019,1,,31,K,H,**,34519,3145476,69064788,KN,20191217,
DE01,1510232134,2019,1,,31,K,H,**,39401.6,3145476,69006343,KN,20191217,
DE01,1510232133,2019,1,,31,K,H,**,35215.78,3145476,68028090,KN,20191217,
DE01,1510232132,2019,1,,31,K,H,**,48176.57,3145476,68028090,KN,20191217,
DE01,1510232131,2019,1,,31,K,H,**,56974.24,3145476,68028090,KN,20191217,
DE01,1510232130,2019,1,,31,K,H,**,34834.61,3145476,68080120,KN,20191217,
DE01,1510232129,2019,1,,31,K,H,**,39831.92,3145476,68028090,KN,20191217,
DE01,1510232128,2019,1,,31,K,H,**,34372.27,3145476,68080120,KN,20191217,
DE01,1510232127,2020,1,,31,K,H,**,34350.75,3145476,68031752,KN,20200101,
DE01,1510232126,2019,1,,31,K,H,**,34404.44,3145476,68080120,KN,20191217,
DE01,1510232125,2019,1,,31,K,H,**,34954.37,3145476,68028090,KN,20191217,
DE01,1510232124,2019,1,,31,K,H,**,36490.69,3145476,68028090,KN,20191217,
DE01,1510232123,2019,1,,31,K,H,**,37105.03,3145476,68028090,KN,20191217,
DE01,1510232122,2019,1,,31,K,H,**,34748.26,3145476,68028090,KN,20191217,
DE01,1510232121,2019,1,,31,K,H,**,34955.26,3145476,68028090,KN,20191217,
DE01,1510232120,2019,1,,31,K,H,**,35132.27,3145476,69062733,KN,20191217,
DE01,1510232119,2019,1,,31,K,H,**,36349.91,3145476,69086950,KN,20191217,
DE01,1510232118,2019,1,,31,K,H,**,34374.1,3145476,69093716,KN,20191217,
DE01,1510232117,2019,1,,31,K,H,**,35377.25,3145476,69006085,KN,20191217,
DE01,1510232116,2019,1,,31,K,H,**,34381.5,3145476,69006664,KN,20191217,
DE01,1510232115,2019,1,,31,K,H,**,34394.26,3145476,69063957,KN,20191217,
DE01,1510232114,2019,1,,31,K,H,**,35313,3145476,69007690,KN,20191217,
DE01,1510232113,2019,1,,31,K,H,**,34761,3145476,68044009,KN,20191217,
DE01,1510232111,2019,1,,31,K,H,**,34366.42,3145476,69063723,KN,20191217,
DE01,1510232110,2020,1,,31,K,H,**,34375.56,3145476,69092864,KN,20200101,
DE01,1510232109,2019,1,,31,K,H,**,35231.74,3145476,68080120,KN,20191217,
DE01,1510232107,2019,1,,31,K,H,**,34363,3145476,68031961,KN,20191217,
DE01,1510232106,2019,1,,31,K,H,**,38863,3145476,68031961,KN,20191217,
DE01,1510232104,2019,1,,31,K,H,**,34380.7,3145476,68110653,KN,20191217,
DE01,1510232102,2019,1,,31,K,H,**,34498,3145476,68028090,KN,20191217,
DE01,1510232101,2019,1,,31,K,H,**,34371,3145476,69005938,KN,20191217,
DE01,1510232099,2019,1,,31,K,H,**,34375,3145476,69006664,KN,20191217,
DE01,1510232098,2020,1,,31,K,H,**,39658.35,3145476,68029380,KN,20200101,
DE01,1510232096,2019,1,,31,K,H,**,34349.7,3145476,68080120,KN,20191217,
DE01,1510232095,2019,1,,31,K,H,**,36913.37,3145476,69048311,KN,20191217,
DE01,1510232094,2019,1,,31,K,H,**,34406,3145476,69005938,KN,20191217,
DE01,1510232093,2019,1,,31,K,H,**,34445,3145476,69005802,KN,20191217,
DE01,1510232091,2019,1,,31,K,H,**,34403.01,3145476,68110653,KN,20191217,
DE01,1510232066,2019,1,,31,K,H,**,34403.01,3145476,68110653,KN,20191216,
DE01,1510232065,2019,1,,31,K,H,**,35146,3145476,68031961,KN,20191216,
DE01,1510232064,2019,1,,31,K,H,**,34387.6,3145476,68032185,KN,20191216,
DE01,1510232062,2019,1,,31,K,H,**,40295,3145476,68026934,KN,20191216,
DE01,1510232050,2019,1,,31,K,H,**,36345,3145476,69066526,KN,20191213,
DE01,1510232048,2019,1,,31,K,H,**,34795,3145476,69066526,KN,20191213,
DE01,1510232043,2019,1,,31,K,H,**,36076.45,3145476,69063641,KN,20191213,
DE01,1510232040,2019,1,,31,K,H,**,34365,3145476,69006750,KN,20191213,
DE01,1510232039,2019,1,,31,K,H,**,34368.8,3145476,68028192,KN,20191213,
DE01,1510232038,2019,1,,31,K,H,**,34366.42,3145476,69066807,KN,20191213,
DE01,1510232037,2019,1,,31,K,H,**,34659.3,3145476,69007293,KN,20191213,
DE01,1510232036,2019,1,,31,K,H,**,34375,3145476,69008216,KN,20191213,
DE01,1510232035,2019,1,,31,K,H,**,34375,3145476,69005697,KN,20191213,
DE01,1510232033,2019,1,,31,K,H,**,34368.8,3145476,68028192,KN,20191213,
DE01,1510232032,2019,1,,31,K,H,**,34542.7,3145476,69015205,KN,20191213,
DE01,1510232031,2019,1,,31,K,H,**,37536.04,3145476,69006574,KN,20191213,
DE01,1510232030,2019,1,,31,K,H,**,39472.68,3145476,69006574,KN,20191213,
DE01,1510232029,2019,1,,31,K,H,**,37731.98,3145476,69006343,KN,20191213,
DE01,1510232028,2019,1,,31,K,H,**,38415.88,3145476,69015164,KN,20191213,
DE01,1510232027,2019,1,,31,K,H,**,38048.2,3145476,69006978,KN,20191213,
DE01,1510232026,2019,1,,31,K,H,**,34478.5,3145476,69005802,KN,20191213,
DE01,1510232025,2019,1,,31,K,H,**,34853.15,3145476,69007198,KN,20191213,
DE01,1510232024,2019,1,,31,K,H,,34345.86,3145476,68035784,KN,20191213,
DE01,1510232023,2019,1,,31,K,H,,34406.15,3145476,68035784,KN,20191213,
DE01,1510232021,2019,1,,31,K,H,**,34829.5,3145476,69006343,KN,20191213,
DE01,1510232020,2019,1,,31,K,H,,34345.86,3145476,68035784,KN,20191213,
DE01,1510232019,2019,1,,31,K,H,**,34353,3145476,68035365,KN,20191213,
DE01,1510232018,2019,1,,31,K,H,**,34355,3145476,69006588,KN,20191213,
DE01,1510232017,2019,1,,31,K,H,**,34385,3145476,68032809,KN,20191213,
DE01,1510232016,2019,1,,31,K,H,,34530.64,3145476,68035784,KN,20191213,
DE01,1510232015,2019,1,,31,K,H,**,35291.05,3145476,68026796,KN,20191213,
DE01,1510232014,2019,1,,31,K,H,,40371.16,3145476,68035784,KN,20191213,
DE01,1510232009,2019,1,,31,K,H,**,34362.5,3145476,69007173,KN,20191212,
DE01,1510232008,2019,1,,31,K,H,**,34365,3145476,69042315,KN,20191212,
DE01,1510232002,2019,1,,31,K,H,**,37759.23,3145476,68028090,KN,20191212,
DE01,1510232001,2019,1,,31,K,H,**,34650.71,3145476,68028090,KN,20191212,
DE01,1510232000,2019,1,,31,K,H,**,34353.87,3145476,68028090,KN,20191212,
DE01,1510231999,2019,1,,31,K,H,**,39203.83,3145476,68028090,KN,20191212,
DE01,1510231998,2019,1,,31,K,H,**,34743.88,3145476,68036350,KN,20191212,
DE01,1510231997,2019,1,,31,K,H,**,36738.28,3145476,69007690,KN,20191212,
DE01,1510231996,2019,1,,31,K,H,**,34523.5,3145476,69095554,KN,20191212,
DE01,1510231995,2019,1,,31,K,H,**,35448.6,3145476,69015164,KN,20191212,
DE01,1510231994,2019,1,,31,K,H,**,36073.48,3145476,69015496,KN,20191212,
DE01,1510231993,2019,1,,31,K,H,**,34587.25,3145476,69006343,KN,20191212,
DE01,1510231992,2019,1,,31,K,H,**,34519,3145476,68036350,KN,20191212,
DE01,1510231991,2019,1,,31,K,H,**,45345,3145476,68026523,KN,20191212,
DE01,1510231990,2019,1,,31,K,H,**,59710.02,3145476,68077258,KN,20191212,
DE01,1510231989,2019,1,,31,K,H,**,34360,3145476,69006343,KN,20191212,
DE01,1510231988,2019,1,,31,K,H,**,34360,3145476,69006343,KN,20191212,
DE01,1510231987,2019,1,,31,K,H,**,34371.18,3145476,69007473,KN,20191212,
DE01,1510231985,2019,1,,31,K,H,**,34371,3145476,69005938,KN,20191212,
DE01,1510231984,2019,1,,31,K,H,**,36552.78,3145476,69007128,KN,20191212,
DE01,1510231983,2019,1,,31,K,H,**,34403.01,3145476,68110653,KN,20191212,
DE01,1510231982,2019,1,,31,K,H,**,34365,3145476,69095194,KN,20191212,
DE01,1510231981,2019,1,,31,K,H,**,34366.42,3145476,69049854,KN,20191212,
DE01,1510231980,2019,1,,31,K,H,**,34352.57,3145476,68028090,KN,20191212,
DE01,1510231979,2019,1,,31,K,H,**,34375,3145476,68029185,KN,20191212,
DE01,1510231978,2019,1,,31,K,H,**,34375,3145476,69005618,KN,20191212,
DE01,1510231977,2019,1,,31,K,H,**,34362.85,3145476,69090043,KN,20191212,
DE01,1510231976,2019,1,,31,K,H,**,34369.6,3145476,69080876,KN,20191212,
DE01,1510231975,2019,1,,31,K,H,**,34371.18,3145476,69045889,KN,20191212,
DE01,1510231974,2019,1,,31,K,H,**,34362.85,3145476,69063643,KN,20191212,
DE01,1510231973,2019,1,,31,K,H,**,34362.85,3145476,69063094,KN,20191212,
DE01,1510231972,2019,1,,31,K,H,**,34375,3145476,68028228,KN,20191212,
DE01,1510231971,2019,1,,31,K,H,**,34366.42,3145476,69063441,KN,20191212,
DE01,1510231970,2019,1,,31,K,H,**,34360,3145476,69006343,KN,20191212,
DE01,1510231969,2019,1,,31,K,H,**,34724.96,3145476,68028090,KN,20191212,
DE01,1510231968,2019,1,,31,K,H,**,34360,3145476,69006343,KN,20191212,
DE01,1510231967,2019,1,,31,K,H,**,34395,3145476,69067919,KN,20191212,
DE01,1510231941,2019,1,,31,K,H,**,34847.94,3145476,68034835,KN,20191211,
DE01,1510231937,2019,1,,31,K,H,**,34472.93,3145476,68028090,KN,20191211,
DE01,1510231936,2019,1,,31,K,H,**,34574.63,3145476,68028090,KN,20191211,
DE01,1510231935,2019,1,,31,K,H,**,70145.91,3145476,68047285,KN,20191211,
DE01,1510231933,2019,1,,31,K,H,**,34355,3145476,69005537,KN,20191211,
DE01,1510231932,2020,1,,31,K,H,**,96328.6,3145476,68029380,KN,20200201,
DE01,1510231931,2019,1,,31,K,H,**,34799,3145476,69007690,KN,20191211,
DE01,1510231930,2019,1,,31,K,H,**,35009.8,3145476,69005672,KN,20191211,
DE01,1510231929,2019,1,,31,K,H,**,34365,3145476,69006588,KN,20191211,
DE01,1510231928,2019,1,,31,K,H,**,34392.54,3145476,69063401,KN,20191211,
DE01,1510231927,2019,1,,31,K,H,**,34519.93,3145476,69096749,KN,20191211,
DE01,1510231925,2019,1,,31,K,H,**,93845,3145476,68027986,KN,20191211,
DE01,1510231924,2019,1,,31,K,H,**,34894.79,3145476,68103241,KN,20191211,
DE01,1510231923,2019,1,,31,K,H,**,34420.57,3145476,69082029,KN,20191209,
DE01,1510231922,2019,1,,31,K,H,**,34411.52,3145476,69090290,KN,20191210,
DE01,1510231921,2019,1,,31,K,H,**,34371,3145476,69006554,KN,20191209,
DE01,1510231920,2019,1,,31,K,H,**,34365,3145476,69042315,KN,20191209,
DE01,1510231918,2019,1,,31,K,H,**,34512.1,3145476,69066468,KN,20191210,
DE01,1510231917,2019,1,,31,K,H,**,34360,3145476,69063642,KN,20191209,
DE01,1510231915,2019,1,,31,K,H,**,35674.6,3145476,69066468,KN,20191210,
DE01,1510231914,2019,1,,31,K,H,**,35574.79,3145476,69005938,KN,20191210,
DE01,1510231913,2019,1,,31,K,H,**,35565,3145476,68029778,KN,20191210,
DE01,1510231895,2019,1,,31,K,H,**,39402.5,3145476,69088519,KN,20191210,
DE01,1510231853,2019,1,,31,K,H,**,35906.88,3145476,69088519,KN,20191210,
DE01,1510231852,2020,1,,31,K,H,**,35482.5,3145476,69066526,KN,20200201,
DE01,1510231851,2019,1,,31,K,H,**,34876.84,3145476,69007690,KN,20191210,
DE01,1510231850,2019,1,,31,K,H,**,34829.5,3145476,69007690,KN,20191210,
DE01,1510231849,2019,1,,31,K,H,**,35085,3145476,69007690,KN,20191210,
DE01,1510231848,2019,1,,31,K,H,**,34829.5,3145476,69007690,KN,20191210,
DE01,1510231847,2019,1,,31,K,H,**,34881.25,3145476,69006416,KN,20191210,
DE01,1510231846,2019,1,,31,K,H,**,34413.65,3145476,69006574,KN,20191210,
DE01,1510231845,2019,1,,31,K,H,**,37323.8,3145476,69064788,KN,20191210,
DE01,1510231844,2019,1,,31,K,H,**,34546.11,3145476,68028090,KN,20191210,
DE01,1510231843,2019,1,,31,K,H,**,36820.36,3145476,69015164,KN,20191210,
DE01,1510231842,2019,1,,31,K,H,**,34477.96,3145476,68036350,KN,20191210,
DE01,1510231841,2019,1,,31,K,H,**,35749.8,3145476,69015164,KN,20191210,
DE01,1510231840,2019,1,,31,K,H,**,37004.2,3145476,69006343,KN,20191210,
DE01,1510231839,2019,1,,31,K,H,**,153345,3145476,68079582,KN,20191210,
DE01,1510231838,2019,1,,31,K,H,**,34526.69,3145476,69007690,KN,20191210,
DE01,1510231837,2019,1,,31,K,H,**,35871.8,3145476,69007690,KN,20191210,
DE01,1510231836,2019,1,,31,K,H,**,34355,3145476,69006588,KN,20191210,
DE01,1510231835,2019,1,,31,K,H,**,34610.92,3145476,69007690,KN,20191210,
DE01,1510231834,2019,1,,31,K,H,**,34355,3145476,69007594,KN,20191210,
DE01,1510231833,2019,1,,31,K,H,**,35268.44,3145476,68035948,KN,20191210,
DE01,1510231832,2019,1,,31,K,H,**,34681,3145476,69063564,KN,20191210,
DE01,1510231831,2019,1,,31,K,H,**,34628,3145476,69005537,KN,20191210,
DE01,1510231830,2019,1,,31,K,H,**,45178.76,3145476,68030784,KN,20191210,
DE01,1510231829,2019,1,,31,K,H,**,34453,3145476,68032809,KN,20191210,
DE01,1510231828,2019,1,,31,K,H,**,39247.8,3145476,68030784,KN,20191210,
DE01,1510231827,2019,1,,31,K,H,**,71404.22,3145476,69086950,KN,20191210,800003118
DE01,1510231826,2019,1,,31,K,H,**,34951,3145476,69047175,KN,20191210,
DE01,1510231825,2019,1,,31,K,H,**,38390.5,3145476,68079149,KN,20191210,
DE01,1510231824,2019,1,,31,K,H,**,34403.21,3145476,68032570,KN,20191210,
DE01,1510231823,2019,1,,31,K,H,**,34355,3145476,69095194,KN,20191210,
DE01,1510231820,2019,1,,31,K,H,**,34559.48,3145476,69064580,KN,20191210,
DE01,1510231798,2020,1,,31,K,H,**,47577.64,3145476,69043968,KN,20200101,
DE01,1510231797,2019,1,,31,K,H,**,34445,3145476,68032809,KN,20191209,
DE01,1510231789,2019,1,,31,K,H,**,34380.66,3145476,68080120,KN,20191209,
DE01,1510231782,2019,1,,31,K,H,**,34370.74,3145476,68028090,KN,20191209,
DE01,1510231781,2020,1,,31,K,H,**,34569,3145476,68029380,KN,20200101,
DE01,1510231780,2019,1,,31,K,H,**,34375,3145476,69006157,KN,20191209,
DE01,1510231779,2019,1,,31,K,H,**,34379.74,3145476,68028090,KN,20191209,
DE01,1510231778,2019,1,,31,K,H,**,34351.45,3145476,68028090,KN,20191209,
DE01,1510231777,2019,1,,31,K,H,**,34369.6,3145476,69080876,KN,20191209,
DE01,1510231776,2019,1,,31,K,H,**,34371.18,3145476,69007473,KN,20191209,
DE01,1510231775,2019,1,,31,K,H,**,34648.01,3145476,68028090,KN,20191209,
DE01,1510231774,2019,1,,31,K,H,**,34375,3145476,69007198,KN,20191209,
DE01,1510231773,2019,1,,31,K,H,**,34362.85,3145476,69063961,KN,20191209,
DE01,1510231772,2019,1,,31,K,H,**,34375,3145476,69005783,KN,20191209,
DE01,1510231769,2019,1,,31,K,H,**,34403.02,3145476,68028090,KN,20191209,
DE01,1510231768,2019,1,,31,K,H,**,34536.59,3145476,68103637,KN,20191209,
DE01,1510231767,2019,1,,31,K,H,**,34403.76,3145476,69063957,KN,20191209,
DE01,1510231766,2019,1,,31,K,H,**,34622.29,3145476,68058550,KN,20191209,
DE01,1510231765,2019,1,,31,K,H,**,38105.4,3145476,69041524,KN,20191209,
DE01,1510231764,2019,1,,31,K,H,**,34398,3145476,69005802,KN,20191209,
DE01,1510231763,2019,1,,31,K,H,**,35518.4,3145476,68034621,KN,20191209,
DE01,1510231762,2019,1,,31,K,H,**,34667.7,3145476,68028090,KN,20191209,
DE01,1510231760,2019,1,,31,K,H,**,34415,3145476,69005932,KN,20191206,
DE01,1510231755,2019,1,,31,K,H,**,34385,3145476,69082280,KN,20191206,
DE01,1510231754,2019,1,,31,K,H,**,34587.25,3145476,69066468,KN,20191206,
DE01,1510231753,2019,1,,31,K,H,**,34526.67,3145476,68035354,KN,20191206,
DE01,1510231749,2019,1,,31,K,H,**,34829.5,3145476,68036350,KN,20191206,
