TIME	Signal
2001-03-31	17.94444238
2001-04-01	19.49897444
2001-04-02	18.23238722
2001-04-03	17.73791511
2001-04-04	18.77792129
2001-04-05	18.35132315
2001-04-06	19.88988834
2001-04-07	18.7818487
2001-04-08	21.07662545
2001-04-09	21.65558462
2001-04-10	22.442848
2001-04-11	22.48707691
2001-04-12	24.33891276
2001-04-13	24.91665359
2001-04-14	24.23788898
2001-04-15	25.3038322
2001-04-16	25.5326345
2001-04-17	23.70852916
2001-04-18	27.47545719
2001-04-19	27.94260982
2001-04-20	26.8165814
2001-04-21	27.74209335
2001-04-22	30.52013656
2001-04-23	31.99518842
2001-04-24	32.88324366
2001-04-25	30.90910108
2001-04-26	33.11588946
2001-04-27	33.97267249
2001-04-28	34.41139805
2001-04-29	35.46794275
2001-04-30	36.64939127
2001-05-01	37.28071117
2001-05-02	36.22061049
2001-05-03	37.84492789
2001-05-04	39.50963667
2001-05-05	41.0020824
2001-05-06	41.95913737
2001-05-07	40.6703913
2001-05-08	44.23126081
2001-05-09	44.44154611
2001-05-10	44.38715915
2001-05-11	45.78870005
2001-05-12	46.62940293
2001-05-13	48.38439431
2001-05-14	47.75557349
2001-05-15	48.99124085
2001-05-16	49.76618423
2001-05-17	51.15706272
2001-05-18	50.42921818
2001-05-19	49.67634072
2001-05-20	50.90327871
2001-05-21	52.00228621
2001-05-22	52.23049756
2001-05-23	52.06420297
2001-05-24	52.53829984
2001-05-25	54.13321575
2001-05-26	53.20911037
2001-05-27	54.4753829
2001-05-28	55.77891443
2001-05-29	54.49646884
2001-05-30	55.31514158
2001-05-31	54.69104254
2001-06-01	54.27688115
2001-06-02	54.84610803
2001-06-03	55.82499402
2001-06-04	55.24859709
2001-06-05	54.02705648
2001-06-06	56.36849148
2001-06-07	56.27608673
2001-06-08	56.60764892
2001-06-09	57.43173971
2001-06-10	57.17810596
2001-06-11	54.49467668
2001-06-12	55.51426292
2001-06-13	55.09909164
2001-06-14	53.99779054
2001-06-15	56.44944626
2001-06-16	55.74473498
2001-06-17	55.14034431
2001-06-18	53.8930966
2001-06-19	54.87297529
2001-06-20	54.43585567
2001-06-21	55.55452975
2001-06-22	55.95695878
2001-06-23	54.0233863
2001-06-24	55.12577935
2001-06-25	54.66143714
2001-06-26	53.05912318
2001-06-27	51.20991198
2001-06-28	51.28063587
2001-06-29	52.4142059
2001-06-30	51.74234249
2001-07-01	53.19914223
2001-07-02	51.67802731
2001-07-03	50.38050633
2001-07-04	52.28417767
2001-07-05	51.49456665
2001-07-06	51.79191271
2001-07-07	48.79084831
2001-07-08	51.73559675
2001-07-09	51.07850939
2001-07-10	50.82491224
2001-07-11	50.49610367
2001-07-12	50.37662853
2001-07-13	49.25030624
2001-07-14	50.17294991
2001-07-15	49.93653808
2001-07-16	51.08200012
2001-07-17	50.35096382
2001-07-18	49.69307653
2001-07-19	49.99505298
2001-07-20	51.10169638
2001-07-21	51.16981105
2001-07-22	51.71479717
2001-07-23	51.91394078
2001-07-24	50.67211619
2001-07-25	52.16987001
2001-07-26	51.66861266
2001-07-27	52.83465146
2001-07-28	51.74568412
2001-07-29	52.89811694
2001-07-30	52.885687
2001-07-31	54.66600009
2001-08-01	54.99981157
2001-08-02	56.40752317
2001-08-03	57.26251769
2001-08-04	56.22870665
2001-08-05	57.13520063
2001-08-06	56.09057759
2001-08-07	57.50237669
2001-08-08	59.0379973
2001-08-09	58.4738047
2001-08-10	58.99123509
2001-08-11	59.77344051
2001-08-12	62.18302082
2001-08-13	62.5007643
2001-08-14	64.1814182
2001-08-15	62.5431298
2001-08-16	62.78792782
2001-08-17	63.53521067
2001-08-18	62.22859615
2001-08-19	67.47094029
2001-08-20	66.00833295
2001-08-21	68.93280558
2001-08-22	70.36458886
2001-08-23	69.50719057
2001-08-24	70.06116441
2001-08-25	71.31119799
2001-08-26	72.70791938
2001-08-27	73.95758207
2001-08-28	73.37457404
2001-08-29	75.09035439
2001-08-30	74.3042501
2001-08-31	76.20875228
2001-09-01	77.57301313
2001-09-02	77.46853686
2001-09-03	76.5860576
2001-09-04	79.1908853
2001-09-05	79.54169222
2001-09-06	80.04054068
2001-09-07	80.7656997
2001-09-08	80.4540766
2001-09-09	82.84442515
2001-09-10	83.03658124
2001-09-11	83.75316518
2001-09-12	85.36216163
2001-09-13	87.01998659
2001-09-14	86.08816498
2001-09-15	86.42983233
2001-09-16	88.43640668
2001-09-17	87.95245868
2001-09-18	89.54743058
2001-09-19	90.15216029
2001-09-20	89.85258959
2001-09-21	88.1575992
2001-09-22	88.65780522
2001-09-23	90.96144782
2001-09-24	89.21775646
2001-09-25	91.06234553
2001-09-26	91.02916898
2001-09-27	90.27372333
2001-09-28	90.72034759
2001-09-29	91.4799981
2001-09-30	91.29523998
2001-10-01	90.63204516
2001-10-02	90.77983019
2001-10-03	91.40325294
2001-10-04	90.11055221
2001-10-05	92.64152921
2001-10-06	92.42601425
2001-10-07	91.85029707
2001-10-08	93.2814803
2001-10-09	91.67570639
2001-10-10	92.87101723
2001-10-11	92.10576501
2001-10-12	88.56357689
2001-10-13	89.67314934
2001-10-14	92.2811246
2001-10-15	89.74762481
2001-10-16	89.15754774
2001-10-17	91.10129069
2001-10-18	89.26438488
2001-10-19	89.43316934
2001-10-20	88.64408765
2001-10-21	89.23849884
2001-10-22	90.1195643
2001-10-23	88.30515123
2001-10-24	89.82583054
2001-10-25	89.62138583
2001-10-26	87.89788726
2001-10-27	87.18723186
2001-10-28	87.73568971
2001-10-29	87.41947597
2001-10-30	87.09102612
2001-10-31	89.54091851
2001-11-01	87.74133035
2001-11-02	87.70449153
2001-11-03	87.76291015
2001-11-04	86.53030898
2001-11-05	87.8704984
2001-11-06	88.13383354
2001-11-07	86.1686535
2001-11-08	84.25710727
2001-11-09	86.29598172
2001-11-10	85.88583102
2001-11-11	87.063656
2001-11-12	87.28984143
2001-11-13	84.63109273
2001-11-14	86.61999903
2001-11-15	87.11380936
2001-11-16	85.94779967
2001-11-17	87.05113474
2001-11-18	86.23400942
2001-11-19	86.51162022
2001-11-20	85.90385692
2001-11-21	86.90468548
2001-11-22	87.72391374
2001-11-23	87.42706626
2001-11-24	88.62532175
2001-11-25	87.0207716
2001-11-26	90.18052483
2001-11-27	90.89684605
2001-11-28	90.81544212
2001-11-29	90.62869563
2001-11-30	90.61447581
2001-12-01	90.63538065
2001-12-02	91.32522438
2001-12-03	93.87547184
2001-12-04	93.4584593
2001-12-05	92.96598948
2001-12-06	93.81866497
2001-12-07	95.77682963
2001-12-08	96.68178154
2001-12-09	97.62742884
2001-12-10	96.32612473
2001-12-11	98.84611937
2001-12-12	98.16284629
2001-12-13	100.0614305
2001-12-14	100.4158478
2001-12-15	101.7446984
2001-12-16	103.5791419
2001-12-17	103.8983208
2001-12-18	105.3933043
2001-12-19	104.581538
2001-12-20	105.6827893
2001-12-21	106.1017288
2001-12-22	106.7050052
2001-12-23	106.3547248
2001-12-24	109.3035084
2001-12-25	108.3911577
2001-12-26	108.6492951
2001-12-27	111.787661
2001-12-28	112.8389164
2001-12-29	113.0779746
2001-12-30	114.4711101
2001-12-31	114.2920004
2002-01-01	115.3966841
2002-01-02	115.7503538
2002-01-03	117.7695892
2002-01-04	118.2955972
2002-01-05	116.455331
2002-01-06	119.7454304
2002-01-07	118.3675281
2002-01-08	119.2461502
2002-01-09	119.7762247
2002-01-10	121.3551274
2002-01-11	121.5582396
2002-01-12	123.2034695
2002-01-13	123.0530605
2002-01-14	122.3406043
2002-01-15	124.1022896
2002-01-16	123.302408
2002-01-17	124.6685678
2002-01-18	123.9301781
2002-01-19	126.0969941
2002-01-20	125.712353
2002-01-21	126.0638678
2002-01-22	127.6107775
2002-01-23	124.7828411
2002-01-24	127.1848725
2002-01-25	126.9671151
2002-01-26	125.7605831
2002-01-27	127.8074446
2002-01-28	127.9374635
2002-01-29	126.013079
2002-01-30	127.2716546
2002-01-31	126.813
2002-02-01	127.3437752
2002-02-02	128.5177754
2002-02-03	127.8348189
2002-02-04	127.8450951
2002-02-05	127.6628036
2002-02-06	126.9602532
2002-02-07	124.7871948
2002-02-08	127.1496547
2002-02-09	125.377896
2002-02-10	125.8254481
2002-02-11	125.7762749
2002-02-12	126.1637269
2002-02-13	125.2629551
2002-02-14	126.151922
2002-02-15	126.0199098
2002-02-16	124.7130835
2002-02-17	125.4013935
2002-02-18	123.2634441
2002-02-19	124.8888665
2002-02-20	124.5269767
2002-02-21	122.132074
2002-02-22	123.9173369
2002-02-23	123.3230539
2002-02-24	124.2395358
2002-02-25	121.4338292
2002-02-26	122.9794055
2002-02-27	123.2667525
2002-02-28	120.6079323
2002-03-01	121.6624695
2002-03-02	122.3451337
2002-03-03	120.5220804
2002-03-04	120.1202151
2002-03-05	121.8748552
2002-03-06	122.1062852
2002-03-07	121.2869262
2002-03-08	122.2960518
2002-03-09	122.0472763
2002-03-10	121.4230697
2002-03-11	122.5627078
2002-03-12	122.2714153
2002-03-13	121.2655565
2002-03-14	122.9764036
2002-03-15	122.0557147
2002-03-16	121.8858282
2002-03-17	122.7791323
2002-03-18	124.4655813
2002-03-19	123.578163
2002-03-20	124.8589733
2002-03-21	123.7089884
2002-03-22	124.6186456
2002-03-23	126.2095794
2002-03-24	124.2141058
2002-03-25	125.7666772
2002-03-26	124.4745991
2002-03-27	126.7298414
2002-03-28	127.2111665
2002-03-29	124.9084949
2002-03-30	127.9478015
2002-03-31	129.8825449
2002-04-01	129.7891805
2002-04-02	130.3433706
2002-04-03	128.7037343
2002-04-04	130.658147
2002-04-05	132.3943588
2002-04-06	131.679408
2002-04-07	134.4493665
2002-04-08	135.7331321
2002-04-09	134.2674971
2002-04-10	134.6891043
2002-04-11	135.1377729
2002-04-12	136.6519124
2002-04-13	137.1399303
2002-04-14	139.362621
2002-04-15	137.9571051
2002-04-16	140.3014496
2002-04-17	140.0665176
2002-04-18	142.4896825
2002-04-19	143.0692639
2002-04-20	143.1232254
2002-04-21	142.8428569
2002-04-22	144.6254643
2002-04-23	145.9185045
2002-04-24	144.6842716
2002-04-25	147.4673427
2002-04-26	148.2205486
2002-04-27	150.5751273
2002-04-28	150.133235
2002-04-29	150.1001599
2002-04-30	149.7464306
2002-05-01	152.2991188
2002-05-02	152.407157
2002-05-03	153.1884563
2002-05-04	152.9578148
2002-05-05	155.7107384
2002-05-06	154.9614181
2002-05-07	155.6348933
2002-05-08	156.3306549
2002-05-09	157.5678768
2002-05-10	156.3933362
2002-05-11	159.2064209
2002-05-12	158.8875346
2002-05-13	161.1214778
2002-05-14	159.6896703
2002-05-15	160.2621225
