DEVICE;TYPE;COUNTRY;CUSTOMER;TIME
005056912EC51ED7958030A7950E67CA;desktop;FR;1000000114;2016-01-01T11:55:32,4364319
005056912EC51ED7958030A7950E87CA;tablet;;1000000115;2016-01-01T11:56:13,9550578
005056912EC51ED7958030A7950EA7CA;server;IN;1000000116;2016-01-01T11:56:54,8772066
005056912EC51ED7958030A7950EC7CA;server;JP;1000000117;2016-01-01T11:57:36,8386522
005056912EC51ED7958030A7950EE7CA;tablet;;1000000118;2016-01-01T11:58:16,6545452
005056912EC51ED7958030A7950F07CA;mobile;US;1000000119;2016-01-01T11:58:56,1678884
005056912EC51ED7958030A7950F27CA;server;JP;1000000120;2016-01-01T11:59:37,0375494
005056912EC51ED7958030A7950F47CA;mobile;US;1000000121;2016-01-01T12:00:17,0563671
005056912EC51ED7958030A7950F67CA;mobile;;1000000122;2016-01-01T12:00:58,6792360
005056912EC51ED7958030A7950F87CA;laptop;DE;1000000123;2016-01-01T12:01:39,3649819
005056912EC51ED7958030A7950FA7CA;mobile;US;1000000124;2016-01-01T12:02:19,5760024
005056912EC51ED7958030A7950FC7CA;mobile;US;1000000125;2016-01-01T12:03:00,8936594
005056912EC51ED7958030A7950FE7CA;server;MX;1000000126;2016-01-01T12:03:41,4448886
005056912EC51ED7958030A7951007CA;server;;1000000127;2016-01-01T12:04:21,3601065
005056912EC51ED7958030A7951027CA;mobile;US;1000000128;2016-01-01T12:05:02,3966183
005056912EC51ED7958030A7951047CA;tablet;BR;1000000129;2016-01-01T12:05:41,2864524
005056912EC51ED7958030A7951067CA;server;JP;1000000130;2016-01-01T12:06:22,5800122
005056912EC51ED7958030A7951087CA;server;JP;1000000131;2016-01-01T12:07:02,8956513
005056912EC51ED7958030A79510A7CA;desktop;;1000000132;2016-01-01T12:07:43,7820614
005056912EC51ED7958030A79510C7CA;desktop;IN;1000000133;2016-01-01T12:08:24,3381638
005056912EC51ED7958030A79510E7CA;tablet;BR;1000000134;2016-01-01T12:09:04,2050957
005056912EC51ED7958030A7951107CA;mobile;US;1000000135;2016-01-01T12:09:44,3166437
005056912EC51ED7958030A7951127CA;server;JP;1000000136;2016-01-01T12:10:25,3607201
005056912EC51ED7958030A7951147CA;server;JP;1000000137;2016-01-01T12:11:06,2424559
005056912EC51ED7958030A7951167CA;tablet;CN;1000000138;2016-01-01T12:11:47,1441738
005056912EC51ED7958030A7951187CA;tablet;;1000000139;2016-01-01T12:12:27,9698915
005056912EC51ED7958030A79511A7CA;mobile;US;1000000140;2016-01-01T12:13:09,4875034
005056912EC51ED7958030A79511C7CA;mobile;US;1000000141;2016-01-01T12:13:50,7418645
005056912EC51ED7958030A79511E7CA;desktop;FR;1000000142;2016-01-01T12:14:30,6582448
005056912EC51ED7958030A7951207CA;mobile;MX;1000000143;2016-01-01T12:15:11,3017300
005056912EC51ED7958030A7951227CA;laptop;CN;1000000144;2016-01-01T12:15:51,7090912
005056912EC51ED7958030A7951247CA;desktop;FR;1000000145;2016-01-01T12:16:31,4672507
005056912EC51ED7958030A7951267CA;server;JP;1000000146;2016-01-01T12:17:13,5154916
005056912EC51ED7958030A7951287CA;mobile;MX;1000000147;2016-01-01T12:17:54,6268685
005056912EC51ED7958030A79512A7CA;laptop;DE;1000000148;2016-01-01T12:18:35,8618916
005056912EC51ED7958030A79512C7CA;mobile;US;1000000149;2016-01-01T12:19:15,9916722
005056912EC51ED7958030A79512E7CA;mobile;US;1000000150;2016-01-01T12:19:55,2944145
005056912EC51ED7958030A7951307CA;desktop;;1000000151;2016-01-01T12:20:35,2258402
005056912EC51ED7958030A7951327CA;desktop;IN;1000000152;2016-01-01T12:21:14,2173112
005056912EC51ED7958030A7951347CA;desktop;IN;1000000153;2016-01-01T12:21:55,0791546
005056912EC51ED7958030A7951367CA;tablet;BR;1000000154;2016-01-01T12:22:35,7889053
005056912EC51ED7958030A7951387CA;desktop;;1000000155;2016-01-01T12:23:16,9731811
005056912EC51ED7958030A79513A7CA;server;JP;1000000156;2016-01-01T12:23:56,3892826
005056912EC51ED7958030A79513C7CA;mobile;US;1000000157;2016-01-01T12:24:36,6215717
005056912EC51ED7958030A79513E7CA;desktop;IN;1000000158;2016-01-01T12:25:16,3094464
005056912EC51ED7958030A7951407CA;desktop;FR;1000000159;2016-01-01T12:25:56,3358381
005056912EC51ED7958030A7951427CA;laptop;CN;1000000160;2016-01-01T12:26:38,7955503
005056912EC51ED7958030A7951447CA;desktop;IN;1000000161;2016-01-01T12:27:21,1449273
005056912EC51ED7958030A7951467CA;laptop;;1000000162;2016-01-01T12:28:06,9994306
005056912EC51ED7958030A7951487CA;server;JP;1000000163;2016-01-01T12:29:01,5459594
005056912EC51ED7958030A79514A7CA;mobile;US;1000000164;2016-01-01T12:29:42,0985701
005056912EC51ED7958030A79514C7CA;laptop;DE;1000000165;2016-01-01T12:30:29,3439355
005056912EC51ED7958030A79514E7CA;laptop;DE;1000000166;2016-01-01T12:31:10,2222274
005056912EC51ED7958030A7951507CA;tablet;;1000000167;2016-01-01T12:31:50,3947683
005056912EC51ED7958030A7951527CA;laptop;DE;1000000168;2016-01-01T12:32:33,0005986
005056912EC51ED7958030A7951547CA;mobile;MX;1000000169;2016-01-01T12:33:15,4670691
005056912EC51ED7958030A7951567CA;tablet;BR;1000000170;2016-01-01T12:33:57,9399130
005056912EC51ED7958030A7951587CA;laptop;DE;1000000171;2016-01-01T12:34:38,3007147
005056912EC51ED7958030A79515A7CA;desktop;FR;1000000172;2016-01-01T12:35:19,5458258
005056912EC51ED7958030A79515C7CA;laptop;FR;1000000173;2016-01-01T12:35:59,6460043
005056912EC51ED7958030A79515E7CA;server;JP;1000000174;2016-01-01T12:36:45,2175211
005056912EC51ED7958030A7951607CA;tablet;;1000000175;2016-01-01T12:37:28,6537434
005056912EC51ED7958030A7951627CA;mobile;MX;1000000176;2016-01-01T12:38:09,1071672
005056912EC51ED7958030A7951647CA;mobile;MX;1000000177;2016-01-01T12:39:02,3930333
005056912EC51ED7958030A7951667CA;desktop;FR;1000000178;2016-01-01T12:39:42,0470330
005056912EC51ED7958030A7951687CA;tablet;CN;1000000179;2016-01-01T12:40:25,9298409
005056912EC51ED7958030A79516A7CA;mobile;MX;1000000180;2016-01-01T12:41:07,4955204
005056912EC51ED7958030A79516C7CA;mobile;;1000000181;2016-01-01T12:41:52,2812963
005056912EC51ED7958030A79516E7CA;desktop;FR;1000000182;2016-01-01T12:42:34,1592071
005056912EC51ED7958030A7951707CA;server;JP;1000000183;2016-01-01T12:43:19,7821561
005056912EC51ED7958030A7951727CA;tablet;CN;1000000184;2016-01-01T12:44:02,3618409
005056912EC51ED7958030A7951747CA;server;IN;1000000185;2016-01-01T12:45:11,6612375
005056912EC51ED7958030A7951767CA;mobile;US;1000000186;2016-01-01T12:46:07,2100545
005056912EC51ED7958030A7951787CA;desktop;;1000000187;2016-01-01T12:46:52,7403249
005056912EC51ED7958030A79517A7CA;mobile;MX;1000000188;2016-01-01T12:47:35,7793823
005056912EC51ED7958030A79517C7CA;server;JP;1000000189;2016-01-01T12:48:21,3863205
005056912EC51ED7958030A79517E7CA;mobile;MX;1000000190;2016-01-01T12:49:04,7198055
005056912EC51ED7958030A7951807CA;laptop;DE;1000000191;2016-01-01T12:49:45,4296406
005056912EC51ED7958030A7951827CA;server;;1000000192;2016-01-01T12:50:28,8370241
005056912EC51ED7958030A7951847CA;server;JP;1000000193;2016-01-01T12:51:10,0637809
005056912EC51ED7958030A7951867CA;tablet;BR;1000000194;2016-01-01T12:51:58,1388522
005056912EC51ED7958030A7951887CA;server;IN;1000000195;2016-01-01T12:52:39,2439578
005056912EC51ED7958030A79518A7CA;laptop;CN;1000000196;2016-01-01T12:53:19,8776157
005056912EC51ED7958030A79518C7CA;mobile;MX;1000000197;2016-01-01T12:53:59,5439377
005056912EC51ED7958030A79518E7CA;tablet;BR;1000000198;2016-01-01T12:54:39,3400023
005056912EC51ED7958030A7951907CA;laptop;;1000000199;2016-01-01T12:55:19,5456245
005056912EC51ED7958030A7951927CA;laptop;CN;1000000200;2016-01-01T12:55:59,0327779
005056912EC51ED7958030A7951947CA;mobile;US;1000000201;2016-01-01T12:56:39,7594064
005056912EC51ED7958030A7951967CA;server;JP;1000000202;2016-01-01T12:57:20,1412532
005056912EC51ED7958030A7951987CA;tablet;BR;1000000203;2016-01-01T12:58:01,5392637
005056912EC51ED7958030A79519A7CA;mobile;US;1000000204;2016-01-01T12:58:42,9613728
005056912EC51ED7958030A79519C7CA;mobile;;1000000205;2016-01-01T12:59:22,4682196
005056912EC51ED7958030A79519E7CA;server;JP;1000000206;2016-01-01T13:00:03,4674540
005056912EC51ED7958030A7951A07CA;desktop;IN;1000000207;2016-01-01T13:00:49,8120492
005056912EC51ED7958030A7951A27CA;laptop;DE;1000000208;2016-01-01T13:01:30,7366530
005056912EC51ED7958030A7951A47CA;mobile;;1000000209;2016-01-01T13:02:13,1448859
005056912EC51ED7958030A7951A67CA;laptop;CN;1000000210;2016-01-01T13:02:54,9969190
005056912EC51ED7958030A7951A87CA;server;JP;1000000211;2016-01-01T13:03:35,6144741
005056912EC51ED7958030A7951AA7CA;tablet;CN;1000000212;2016-01-01T13:04:15,0310151
005056912EC51ED7958030A7951AC7CA;laptop;CN;1000000213;2016-01-01T13:04:56,8973071
005056912EC51ED7958030A7951AE7CA;server;JP;1000000214;2016-01-01T13:05:36,0699248
005056912EC51ED7958030A7951B07CA;desktop;FR;1000000215;2016-01-01T13:06:16,2742971
005056912EC51ED7958030A7951B27CA;server;;1000000216;2016-01-01T13:06:57,2997163
005056912EC51ED7958030A7951B47CA;desktop;IN;1000000217;2016-01-01T13:07:56,9043445
005056912EC51ED7958030A7951B67CA;server;JP;1000000218;2016-01-01T13:08:52,1138989
005056912EC51ED7958030A7951B87CA;mobile;MX;1000000219;2016-01-01T13:09:32,7164742
005056912EC51ED7958030A7951BA7CA;mobile;;1000000220;2016-01-01T13:10:12,7364801
005056912EC51ED7958030A7951BC7CA;server;MX;1000000221;2016-01-01T13:10:52,7363106
005056912EC51ED7958030A7951BE7CA;desktop;FR;1000000222;2016-01-01T13:11:33,3108137
005056912EC51ED7958030A7951C07CA;mobile;US;1000000223;2016-01-01T13:12:15,9261861
005056912EC51ED7958030A7951C27CA;tablet;BR;1000000224;2016-01-01T13:12:56,2584288
005056912EC51ED7958030A7951C47CA;tablet;CN;1000000225;2016-01-01T13:13:36,4862613
005056912EC51ED7958030A7951C67CA;tablet;CN;1000000226;2016-01-01T13:14:16,0826195
005056912EC51ED7958030A7951C87CA;tablet;;1000000227;2016-01-01T13:14:56,4078175
005056912EC51ED7958030A7951CA7CA;mobile;MX;1000000228;2016-01-01T13:15:38,2015248
005056912EC51ED7958030A7951CC7CA;server;JP;1000000229;2016-01-01T13:16:18,5786383
005056912EC51ED7958030A7951CE7CA;desktop;IN;1000000230;2016-01-01T13:16:59,5103885
005056912EC51ED7958030A7951D07CA;laptop;DE;1000000231;2016-01-01T13:17:40,3125376
005056912EC51ED7958030A7951D27CA;mobile;US;1000000232;2016-01-01T13:18:21,5586688
005056912EC51ED7958030A7951D47CA;server;JP;1000000233;2016-01-01T13:19:02,5695076
005056912EC51ED7958030A7951D67CA;server;MX;1000000234;2016-01-01T13:19:43,5121905
005056912EC51ED7958030A7951D87CA;server;;1000000235;2016-01-01T13:20:23,5751869
005056912EC51ED7958030A7951DA7CA;desktop;;1000000236;2016-01-01T13:21:04,4509747
005056912EC51ED7958030A7951DC7CA;desktop;;1000000237;2016-01-01T13:21:44,5204983
005056912EC51ED7958030A7951DE7CA;desktop;IN;1000000238;2016-01-01T13:22:25,3073556
005056912EC51ED7958030A7951E07CA;server;JP;1000000239;2016-01-01T13:23:06,3944403
005056912EC51ED7958030A7951E27CA;laptop;DE;1000000240;2016-01-01T13:23:47,2768860
005056912EC51ED7958030A7951E47CA;mobile;US;1000000241;2016-01-01T13:24:52,7191003
005056912EC51ED7958030A7951E67CA;mobile;;1000000242;2016-01-01T13:25:37,3951972
005056912EC51ED7958030A7951E87CA;tablet;CN;1000000243;2016-01-01T13:26:17,6293448
005056912EC51ED7958030A7951EA7CA;laptop;DE;1000000244;2016-01-01T13:26:57,9031735
005056912EC51ED7958030A7951EC7CA;server;JP;1000000245;2016-01-01T13:27:38,2647611
005056912EC51ED7958030A7951EE7CA;desktop;IN;1000000246;2016-01-01T13:28:19,4683721
005056912EC51ED7958030A7951F07CA;desktop;FR;1000000247;2016-01-01T13:29:08,8788713
005056912EC51ED7958030A7951F27CA;tablet;;1000000248;2016-01-01T13:29:48,1185814
005056912EC51ED7958030A7951F47CA;desktop;IN;1000000249;2016-01-01T13:30:28,4397422
005056912EC51ED7958030A7951F67CA;laptop;DE;1000000250;2016-01-01T13:31:09,3539037
005056912EC51ED7958030A7950047CA;mobile;MX;1000000001;2016-01-01T10:38:36,8043583
005056912EC51ED7958030A7950067CA;tablet;CN;1000000002;2016-01-01T10:39:22,0101910
005056912EC51ED7958030A7950087CA;desktop;IN;1000000003;2016-01-01T10:40:03,7914635
005056912EC51ED7958030A79500A7CA;mobile;US;1000000004;2016-01-01T10:40:45,2744887
005056912EC51ED7958030A79500C7CA;tablet;BR;1000000005;2016-01-01T10:41:25,1886431
005056912EC51ED7958030A79500E7CA;laptop;CN;1000000006;2016-01-01T10:42:05,7779641
005056912EC51ED7958030A7950107CA;server;JP;1000000007;2016-01-01T10:42:46,7980873
005056912EC51ED7958030A7950127CA;tablet;BR;1000000008;2016-01-01T10:43:27,9726940
005056912EC51ED7958030A7950147CA;tablet;BR;1000000009;2016-01-01T10:44:11,4385429
005056912EC51ED7958030A7950167CA;tablet;CN;1000000010;2016-01-01T10:44:51,5938934
005056912EC51ED7958030A7950187CA;laptop;;1000000011;2016-01-01T10:45:31,6832131
005056912EC51ED7958030A79501A7CA;tablet;BR;1000000012;2016-01-01T10:46:12,7501374
005056912EC51ED7958030A79501C7CA;desktop;FR;1000000013;2016-01-01T10:46:52,5946770
005056912EC51ED7958030A79501E7CA;server;MX;1000000014;2016-01-01T10:47:34,5071256
005056912EC51ED7958030A7950207CA;desktop;IN;1000000015;2016-01-01T10:48:14,1732007
005056912EC51ED7958030A7950227CA;tablet;CN;1000000016;2016-01-01T10:48:55,4160505
005056912EC51ED7958030A7950247CA;server;JP;1000000017;2016-01-01T10:49:35,5710473
005056912EC51ED7958030A7950267CA;server;JP;1000000018;2016-01-01T10:50:15,8947213
005056912EC51ED7958030A7950287CA;server;JP;1000000019;2016-01-01T10:50:56,6244381
005056912EC51ED7958030A79502A7CA;desktop;FR;1000000020;2016-01-01T10:51:36,6781187
005056912EC51ED7958030A79502C7CA;server;MX;1000000021;2016-01-01T10:52:16,5137576
005056912EC51ED7958030A79502E7CA;desktop;FR;1000000022;2016-01-01T10:52:56,7176370
005056912EC51ED7958030A7950307CA;tablet;;1000000023;2016-01-01T10:53:37,6215854
005056912EC51ED7958030A7950327CA;desktop;IN;1000000024;2016-01-01T10:54:17,4184169
005056912EC51ED7958030A7950347CA;laptop;DE;1000000025;2016-01-01T10:54:57,7034374
005056912EC51ED7958030A7950367CA;laptop;CN;1000000026;2016-01-01T10:55:38,9995666
005056912EC51ED7958030A7950387CA;laptop;CN;1000000027;2016-01-01T10:56:18,9929467
005056912EC51ED7958030A79503A7CA;tablet;;1000000028;2016-01-01T10:56:58,3693020
005056912EC51ED7958030A79503C7CA;server;JP;1000000029;2016-01-01T10:57:38,1588117
005056912EC51ED7958030A79503E7CA;tablet;BR;1000000030;2016-01-01T10:58:19,6865959
005056912EC51ED7958030A7950407CA;tablet;BR;1000000031;2016-01-01T10:58:59,2665485
005056912EC51ED7958030A7950427CA;laptop;;1000000032;2016-01-01T10:59:39,0356040
005056912EC51ED7958030A7950447CA;mobile;US;1000000033;2016-01-01T11:00:20,3852041
005056912EC51ED7958030A7950467CA;tablet;BR;1000000034;2016-01-01T11:01:00,6370418
005056912EC51ED7958030A7950487CA;desktop;;1000000035;2016-01-01T11:01:41,5481815
005056912EC51ED7958030A79504A7CA;mobile;US;1000000036;2016-01-01T11:02:21,4216135
005056912EC51ED7958030A79504C7CA;server;MX;1000000037;2016-01-01T11:03:02,4750868
005056912EC51ED7958030A79504E7CA;tablet;BR;1000000038;2016-01-01T11:03:43,9139131
005056912EC51ED7958030A7950507CA;desktop;FR;1000000039;2016-01-01T11:04:25,2110078
005056912EC51ED7958030A7950527CA;mobile;MX;1000000040;2016-01-01T11:05:08,6240415
005056912EC51ED7958030A7950547CA;laptop;DE;1000000041;2016-01-01T11:05:48,9159998
005056912EC51ED7958030A7950567CA;server;JP;1000000042;2016-01-01T11:06:28,4591649
005056912EC51ED7958030A7950587CA;server;;1000000043;2016-01-01T11:07:09,7953598
005056912EC51ED7958030A79505A7CA;mobile;US;1000000044;2016-01-01T11:07:49,0974581
005056912EC51ED7958030A79505C7CA;tablet;BR;1000000045;2016-01-01T11:08:30,1512895
005056912EC51ED7958030A79505E7CA;server;;1000000046;2016-01-01T11:09:10,4654460
005056912EC51ED7958030A7950607CA;desktop;FR;1000000047;2016-01-01T11:09:50,1453732
005056912EC51ED7958030A7950627CA;desktop;FR;1000000048;2016-01-01T11:10:31,5093212
005056912EC51ED7958030A7950647CA;laptop;DE;1000000049;2016-01-01T11:11:13,0939197
005056912EC51ED7958030A7950667CA;server;JP;1000000050;2016-01-01T11:11:53,7675971
005056912EC51ED7958030A7950687CA;laptop;;1000000051;2016-01-01T11:12:34,7664422
005056912EC51ED7958030A79506A7CA;mobile;;1000000052;2016-01-01T11:13:16,7398457
005056912EC51ED7958030A79506C7CA;mobile;MX;1000000053;2016-01-01T11:13:56,8252491
005056912EC51ED7958030A79506E7CA;mobile;US;1000000054;2016-01-01T11:14:38,6356218
005056912EC51ED7958030A7950707CA;tablet;BR;1000000055;2016-01-01T11:15:18,7670618
005056912EC51ED7958030A7950727CA;tablet;;1000000056;2016-01-01T11:15:59,1529055
005056912EC51ED7958030A7950747CA;desktop;IN;1000000057;2016-01-01T11:16:40,0095816
005056912EC51ED7958030A7950767CA;laptop;DE;1000000058;2016-01-01T11:17:20,3087344
005056912EC51ED7958030A7950787CA;desktop;IN;1000000059;2016-01-01T11:18:01,9317725
005056912EC51ED7958030A79507A7CA;mobile;US;1000000060;2016-01-01T11:18:42,4677700
005056912EC51ED7958030A79507C7CA;laptop;;1000000061;2016-01-01T11:19:22,7825659
005056912EC51ED7958030A79507E7CA;laptop;CN;1000000062;2016-01-01T11:20:02,5873528
005056912EC51ED7958030A7950807CA;mobile;US;1000000063;2016-01-01T11:20:42,7395988
005056912EC51ED7958030A7950827CA;mobile;US;1000000064;2016-01-01T11:21:23,1923119
005056912EC51ED7958030A7950847CA;laptop;DE;1000000065;2016-01-01T11:22:04,3965199
005056912EC51ED7958030A7950867CA;desktop;;1000000066;2016-01-01T11:22:45,2171247
005056912EC51ED7958030A7950887CA;desktop;IN;1000000067;2016-01-01T11:23:25,2359093
005056912EC51ED7958030A79508A7CA;server;JP;1000000068;2016-01-01T11:24:05,6791869
005056912EC51ED7958030A79508C7CA;tablet;CN;1000000069;2016-01-01T11:24:45,7769754
005056912EC51ED7958030A79508E7CA;server;JP;1000000070;2016-01-01T11:25:25,2874080
005056912EC51ED7958030A7950907CA;tablet;CN;1000000071;2016-01-01T11:26:05,5489763
005056912EC51ED7958030A7950927CA;tablet;;1000000072;2016-01-01T11:26:45,5249337
005056912EC51ED7958030A7950947CA;mobile;MX;1000000073;2016-01-01T11:27:25,3292117
005056912EC51ED7958030A7950967CA;desktop;FR;1000000074;2016-01-01T11:28:07,3190928
005056912EC51ED7958030A7950987CA;tablet;;1000000075;2016-01-01T11:28:58,0372982
005056912EC51ED7958030A79509A7CA;desktop;FR;1000000076;2016-01-01T11:29:39,3554836
005056912EC51ED7958030A79509C7CA;server;MX;1000000077;2016-01-01T11:30:19,5613813
005056912EC51ED7958030A79509E7CA;mobile;MX;1000000078;2016-01-01T11:31:00,0703597
005056912EC51ED7958030A7950A07CA;mobile;MX;1000000079;2016-01-01T11:31:41,7910581
005056912EC51ED7958030A7950A27CA;desktop;IN;1000000080;2016-01-01T11:32:22,8412407
005056912EC51ED7958030A7950A47CA;mobile;;1000000081;2016-01-01T11:33:03,9499755
005056912EC51ED7958030A7950A67CA;tablet;BR;1000000082;2016-01-01T11:33:44,7130189
005056912EC51ED7958030A7950A87CA;mobile;US;1000000083;2016-01-01T11:34:24,6400722
005056912EC51ED7958030A7950AA7CA;desktop;FR;1000000084;2016-01-01T11:35:04,4611104
005056912EC51ED7958030A7950AC7CA;mobile;MX;1000000085;2016-01-01T11:35:44,9375948
005056912EC51ED7958030A7950AE7CA;desktop;IN;1000000086;2016-01-01T11:36:24,1152780
005056912EC51ED7958030A7950B07CA;tablet;BR;1000000087;2016-01-01T11:37:04,2170538
005056912EC51ED7958030A7950B27CA;desktop;IN;1000000088;2016-01-01T11:37:45,1684827
005056912EC51ED7958030A7950B47CA;desktop;FR;1000000089;2016-01-01T11:38:26,7709882
005056912EC51ED7958030A7950B67CA;tablet;;1000000090;2016-01-01T11:39:06,2968478
005056912EC51ED7958030A7950B87CA;laptop;;1000000091;2016-01-01T11:39:47,0401967
005056912EC51ED7958030A7950BA7CA;laptop;CN;1000000092;2016-01-01T11:40:27,0145420
005056912EC51ED7958030A7950BC7CA;desktop;IN;1000000093;2016-01-01T11:41:07,1869395
